Date,Route,Ridership
10/2021,79,29412
10/2021,80,129612
10/2021,81,24656
10/2021,82,23442
10/2021,83,56369
10/2021,85,85184
10/2021,87,24490
10/2021,89,31528
10/2021,91,14554
10/2021,92,4950
10/2021,93,22003
10/2021,94,39668
10/2021,95,7342
10/2021,103,3695
10/2021,104,222
10/2021,105,2622
10/2021,115,2692
10/2021,120,2949
10/2021,150,1098
10/2021,154,6183
10/2021,160,1943
10/2021,CityLink Blue,179417
10/2021,CityLink Brown,129833
10/2021,CityLink Gold,158935
10/2021,CityLink Green,132155
10/2021,CityLink Lime,105868
10/2021,CityLink Navy,148689
10/2021,CityLink Orange,190888
10/2021,CityLink Pink,143598
10/2021,CityLink Purple,110298
10/2021,CityLink Red,199108
10/2021,CityLink Silver,105587
10/2021,CityLink Yellow,124612
10/2021,163,34867
11/2021,21,25933
11/2021,22,153775
11/2021,26,82627
11/2021,28,57032
11/2021,29,69744
11/2021,30,88203
11/2021,31,48342
11/2021,33,15592
11/2021,34,12943
11/2021,36,38590
11/2021,37,37289
11/2021,38,1139
11/2021,51,22412
11/2021,52,4481
11/2021,53,69776
11/2021,54,110623
11/2021,56,85090
11/2021,57,6109
11/2021,59,21954
11/2021,62,36447
11/2021,63,24345
11/2021,65,26470
11/2021,67,14129
11/2021,69,22050
11/2021,70,28332
11/2021,71,26279
11/2021,73,19861
11/2021,75,19803
11/2021,76,42391
11/2021,77,28753
11/2021,78,72458
11/2021,79,26821
11/2021,80,128964
11/2021,81,23245
11/2021,82,21204
11/2021,83,51832
11/2021,85,79446
11/2021,87,22289
11/2021,89,28062
11/2021,91,13218
11/2021,92,4559
11/2021,93,20430
11/2021,94,34440
11/2021,95,6862
11/2021,103,3634
11/2021,104,193
11/2021,105,2953
11/2021,115,3383
11/2021,120,2945
11/2021,150,1448
11/2021,154,5476
11/2021,160,1910
11/2021,CityLink Blue,165889
11/2021,CityLink Brown,125743
11/2021,CityLink Gold,147208
11/2021,CityLink Green,122305
11/2021,CityLink Lime,96422
11/2021,CityLink Navy,143097
11/2021,CityLink Orange,176343
11/2021,CityLink Pink,131960
11/2021,CityLink Purple,106616
11/2021,CityLink Red,185763
11/2021,CityLink Silver,99034
11/2021,CityLink Yellow,118025
11/2021,163,39889
12/2021,21,27023
12/2021,22,153721
12/2021,26,88166
12/2021,28,55409
12/2021,29,70923
12/2021,30,91662
12/2021,31,47707
12/2021,33,15082
12/2021,34,13475
12/2021,36,39778
12/2021,37,35719
12/2021,38,1763
12/2021,51,23042
12/2021,52,5058
12/2021,53,71104
12/2021,54,108675
12/2021,56,86244
12/2021,57,6015
12/2021,59,24056
12/2021,62,37210
12/2021,63,24445
12/2021,65,26151
12/2021,67,14607
12/2021,69,22718
12/2021,70,28701
12/2021,71,25530
12/2021,73,20632
12/2021,75,20270
12/2021,76,45731
12/2021,77,30510
12/2021,78,76634
12/2021,79,26377
12/2021,80,124234
12/2021,81,23790
12/2021,82,21795
12/2021,83,53142
12/2021,85,81564
12/2021,87,22723
12/2021,89,29217
12/2021,91,13550
12/2021,92,4479
12/2021,93,21091
12/2021,94,35637
12/2021,95,6839
12/2021,103,3813
12/2021,104,178
12/2021,105,3046
12/2021,115,3115
12/2021,120,2659
12/2021,150,1528
12/2021,154,5791
12/2021,160,2085
12/2021,CityLink Blue,170368
12/2021,CityLink Brown,136556
12/2021,CityLink Gold,151009
12/2021,CityLink Green,125263
12/2021,CityLink Lime,92331
12/2021,CityLink Navy,145202
12/2021,CityLink Orange,188276
12/2021,CityLink Pink,139224
12/2021,CityLink Purple,116898
12/2021,CityLink Red,191585
12/2021,CityLink Silver,96660
12/2021,CityLink Yellow,123873
12/2021,163,40488
01/2022,21,22961
01/2022,22,126809
01/2022,26,74112
01/2022,28,45796
01/2022,29,57081
01/2022,30,74124
01/2022,31,39227
01/2022,33,12233
01/2022,34,11509
01/2022,36,32034
01/2022,37,29858
01/2022,38,2646
01/2022,51,18673
01/2022,52,4091
01/2022,53,59993
01/2022,54,95557
01/2022,56,68869
01/2022,57,4836
01/2022,59,20292
01/2022,62,28755
01/2022,63,21187
01/2022,65,23620
01/2022,67,12064
01/2022,69,19757
01/2022,70,24834
01/2022,71,22022
01/2022,73,17193
01/2022,75,18279
01/2022,76,37997
01/2022,77,24092
01/2022,78,59842
01/2022,79,21903
01/2022,80,109654
01/2022,81,20940
01/2022,82,19428
01/2022,83,44558
01/2022,85,67855
01/2022,87,19639
01/2022,89,24147
01/2022,91,11393
01/2022,92,5166
01/2022,93,17796
01/2022,94,30448
01/2022,95,6028
01/2022,103,3143
01/2022,104,183
01/2022,105,2718
01/2022,115,2327
01/2022,120,2838
01/2022,150,1668
01/2022,154,4390
01/2022,160,1847
01/2022,CityLink Blue,135566
01/2022,CityLink Brown,102699
01/2022,CityLink Gold,124665
01/2022,CityLink Green,104063
01/2022,CityLink Lime,81240
01/2022,CityLink Navy,120674
01/2022,CityLink Orange,149090
01/2022,CityLink Pink,112147
01/2022,CityLink Purple,88370
01/2022,CityLink Red,159001
01/2022,CityLink Silver,84472
01/2022,CityLink Yellow,102535
01/2022,163,36200
01/2022,32,
02/2022,21,23435
02/2022,22,134701
02/2022,26,75169
02/2022,28,54032
02/2022,29,58639
02/2022,30,79241
02/2022,31,40306
02/2022,33,12125
02/2022,34,12057
02/2022,36,35954
02/2022,37,31852
02/2022,38,1688
02/2022,51,19732
02/2022,52,3766
02/2022,53,62667
02/2022,54,96047
02/2022,56,75060
02/2022,57,5205
02/2022,59,18469
02/2022,62,31352
02/2022,63,20456
02/2022,65,22611
02/2022,67,12478
02/2022,69,19695
02/2022,70,25715
02/2022,71,20858
02/2022,73,18203
02/2022,75,18602
02/2022,76,39858
02/2022,77,24782
02/2022,78,60780
02/2022,79,21852
02/2022,80,106702
02/2022,81,21128
02/2022,82,19489
02/2022,83,46006
02/2022,85,69192
02/2022,87,20798
02/2022,89,24525
02/2022,91,11924
02/2022,92,4017
02/2022,93,18061
02/2022,94,29696
02/2022,95,6279
02/2022,103,4203
02/2022,104,186
02/2022,105,2404
02/2022,115,2426
02/2022,120,2593
02/2022,150,1258
02/2022,154,4948
02/2022,160,2146
02/2022,CityLink Blue,137116
02/2022,CityLink Brown,107410
02/2022,CityLink Gold,129526
02/2022,CityLink Green,104928
02/2022,CityLink Lime,84532
02/2022,CityLink Navy,122665
02/2022,CityLink Orange,146774
02/2022,CityLink Pink,111580
02/2022,CityLink Purple,91778
02/2022,CityLink Red,161726
02/2022,CityLink Silver,87727
02/2022,CityLink Yellow,100221
02/2022,163,12601
02/2022,32,
03/2022,21,27984
03/2022,22,158444
03/2022,26,92136
03/2022,28,65184
03/2022,29,70712
03/2022,30,92640
03/2022,31,46914
03/2022,33,15888
03/2022,34,13880
03/2022,36,42139
03/2022,37,36596
03/2022,38,2004
03/2022,51,21708
03/2022,52,4255
03/2022,53,75490
03/2022,54,117646
03/2022,56,83301
03/2022,57,6496
03/2022,59,22765
03/2022,62,36178
03/2022,63,24192
03/2022,65,24326
03/2022,67,12859
03/2022,69,23743
03/2022,70,28842
03/2022,71,25313
03/2022,73,19855
03/2022,75,20495
03/2022,76,44022
03/2022,77,26982
03/2022,78,72361
03/2022,79,25801
03/2022,80,123787
03/2022,81,25324
03/2022,82,23364
03/2022,83,52915
03/2022,85,84692
03/2022,87,23812
03/2022,89,28683
03/2022,91,12439
03/2022,92,4899
03/2022,93,20379
03/2022,94,33891
03/2022,95,8196
03/2022,103,5380
03/2022,104,205
03/2022,105,3135
03/2022,115,3133
03/2022,120,3148
03/2022,150,1840
03/2022,154,5750
03/2022,160,2419
03/2022,CityLink Blue,163417
03/2022,CityLink Brown,125102
03/2022,CityLink Gold,156387
03/2022,CityLink Green,125554
03/2022,CityLink Lime,99625
03/2022,CityLink Navy,141695
03/2022,CityLink Orange,167942
03/2022,CityLink Pink,134434
03/2022,CityLink Purple,103525
03/2022,CityLink Red,189589
03/2022,CityLink Silver,100096
03/2022,CityLink Yellow,119639
03/2022,163,38064
03/2022,32,
04/2022,21,27213
04/2022,22,142872
04/2022,26,81705
04/2022,28,57774
04/2022,29,65308
04/2022,30,88762
04/2022,31,45889
04/2022,33,12641
04/2022,34,13961
04/2022,36,40193
04/2022,37,35805
04/2022,38,2142
04/2022,51,23174
04/2022,52,4646
04/2022,53,71565
04/2022,54,112236
04/2022,56,83355
04/2022,57,5676
04/2022,59,23052
04/2022,62,36475
04/2022,63,24680
04/2022,65,23549
04/2022,67,12230
04/2022,69,23121
04/2022,70,28571
04/2022,71,25094
04/2022,73,22385
04/2022,75,21714
04/2022,76,44088
04/2022,77,27045
04/2022,78,68046
04/2022,79,25538
04/2022,80,121852
04/2022,81,24289
04/2022,82,21797
04/2022,83,54051
04/2022,85,81042
04/2022,87,25138
04/2022,89,29568
04/2022,91,11362
04/2022,92,3608
04/2022,93,20658
04/2022,94,30102
04/2022,95,7388
04/2022,103,5044
04/2022,104,200
04/2022,105,2820
04/2022,115,3220
04/2022,120,2970
04/2022,150,1690
04/2022,154,5432
04/2022,160,2819
04/2022,CityLink Blue,157367
04/2022,CityLink Brown,123307
04/2022,CityLink Gold,150168
04/2022,CityLink Green,122372
04/2022,CityLink Lime,95195
04/2022,CityLink Navy,140805
04/2022,CityLink Orange,168037
04/2022,CityLink Pink,130001
04/2022,CityLink Purple,99947
04/2022,CityLink Red,195087
04/2022,CityLink Silver,96818
04/2022,CityLink Yellow,117920
04/2022,163,40909
04/2022,32,
05/2022,21,28633
05/2022,22,155154
05/2022,26,91241
05/2022,28,60746
05/2022,29,71469
05/2022,30,95174
05/2022,31,50603
05/2022,33,15990
05/2022,34,15130
05/2022,36,43461
05/2022,37,38768
05/2022,38,1899
05/2022,51,23122
05/2022,52,4684
05/2022,53,74176
05/2022,54,117994
05/2022,56,89842
05/2022,57,6563
05/2022,59,23921
05/2022,62,38862
05/2022,63,28910
05/2022,65,26141
05/2022,67,13431
05/2022,69,23644
05/2022,70,29829
05/2022,71,27646
05/2022,73,22752
05/2022,75,22664
05/2022,76,46946
05/2022,77,28225
05/2022,78,78165
05/2022,79,26245
05/2022,80,135163
05/2022,81,27273
05/2022,82,24309
05/2022,83,55463
05/2022,85,93500
05/2022,87,27039
05/2022,89,30695
05/2022,91,12348
05/2022,92,4959
05/2022,93,21035
05/2022,94,32416
05/2022,95,7657
05/2022,103,5508
05/2022,104,302
05/2022,105,3144
05/2022,115,3388
05/2022,120,3583
05/2022,150,1906
05/2022,154,5809
05/2022,160,3307
05/2022,CityLink Blue,175262
05/2022,CityLink Brown,127502
05/2022,CityLink Gold,160758
05/2022,CityLink Green,126573
05/2022,CityLink Lime,104640
05/2022,CityLink Navy,153897
05/2022,CityLink Orange,181284
05/2022,CityLink Pink,139298
05/2022,CityLink Purple,114476
05/2022,CityLink Red,198933
05/2022,CityLink Silver,105375
05/2022,CityLink Yellow,128446
05/2022,163,47396
05/2022,32,
06/2022,21,27351
06/2022,22,129665
06/2022,26,77160
06/2022,28,50393
06/2022,29,66245
06/2022,30,90325
06/2022,31,46029
06/2022,33,11362
06/2022,34,13786
06/2022,36,42744
06/2022,37,38110
06/2022,38,416
06/2022,51,22298
06/2022,52,4673
06/2022,53,68952
06/2022,54,110719
06/2022,56,87212
06/2022,57,5425
06/2022,59,21969
06/2022,62,38976
06/2022,63,29560
06/2022,65,23769
06/2022,67,12819
06/2022,69,24162
06/2022,70,31835
06/2022,71,25021
06/2022,73,21481
06/2022,75,25361
06/2022,76,44426
06/2022,77,27157
06/2022,78,70578
06/2022,79,25103
06/2022,80,122554
06/2022,81,26872
06/2022,82,21042
06/2022,83,55595
06/2022,85,84821
06/2022,87,26908
06/2022,89,31679
06/2022,91,12607
06/2022,92,2892
06/2022,93,21740
06/2022,94,27061
06/2022,95,6726
06/2022,103,5398
06/2022,104,282
06/2022,105,2539
06/2022,115,3622
06/2022,120,3806
06/2022,150,2251
06/2022,154,5975
06/2022,160,2570
06/2022,CityLink Blue,160172
06/2022,CityLink Brown,123546
06/2022,CityLink Gold,150063
06/2022,CityLink Green,118244
06/2022,CityLink Lime,97738
06/2022,CityLink Navy,142820
06/2022,CityLink Orange,168502
06/2022,CityLink Pink,126381
06/2022,CityLink Purple,105846
06/2022,CityLink Red,197324
06/2022,CityLink Silver,98192
06/2022,CityLink Yellow,125763
06/2022,163,50699
06/2022,32,
07/2022,21,27005
07/2022,22,121625
07/2022,26,74764
07/2022,28,44326
07/2022,29,63094
07/2022,30,78265
07/2022,31,42089
07/2022,33,9404
07/2022,34,13947
07/2022,36,41212
07/2022,37,36709
07/2022,38,
07/2022,51,24277
07/2022,52,4042
07/2022,53,59644
07/2022,54,103514
07/2022,56,82976
07/2022,57,4475
07/2022,59,19828
07/2022,62,39121
07/2022,63,30897
07/2022,65,23931
07/2022,67,11605
07/2022,69,24931
07/2022,70,31682
07/2022,71,22939
07/2022,73,22160
07/2022,75,26676
07/2022,76,44031
07/2022,77,25741
07/2022,78,67143
07/2022,79,24562
07/2022,80,112660
07/2022,81,26906
07/2022,82,21032
07/2022,83,55846
07/2022,85,80523
07/2022,87,26156
07/2022,89,31299
07/2022,91,13019
07/2022,92,1512
07/2022,93,22468
07/2022,94,24703
07/2022,95,5613
07/2022,103,5182
07/2022,104,259
07/2022,105,1915
07/2022,115,3249
07/2022,120,3072
07/2022,150,1602
07/2022,154,5210
07/2022,160,2111
07/2022,CityLink Blue,151177
07/2022,CityLink Brown,108891
07/2022,CityLink Gold,131637
07/2022,CityLink Green,100966
07/2022,CityLink Lime,98090
07/2022,CityLink Navy,136016
07/2022,CityLink Orange,156173
07/2022,CityLink Pink,120806
07/2022,CityLink Purple,98046
07/2022,CityLink Red,180769
07/2022,CityLink Silver,93283
07/2022,CityLink Yellow,123659
07/2022,163,54016
07/2022,32,
08/2022,21,28894
08/2022,22,132442
08/2022,26,79217
08/2022,28,47328
08/2022,29,68520
08/2022,30,83427
08/2022,31,44109
08/2022,33,10024
08/2022,34,15232
08/2022,36,44494
08/2022,37,39346
08/2022,38,
08/2022,51,24707
08/2022,52,4666
08/2022,53,61869
08/2022,54,110518
08/2022,56,90759
08/2022,57,4782
08/2022,59,20730
08/2022,62,43199
08/2022,63,32475
08/2022,65,25280
08/2022,67,12545
08/2022,69,25898
08/2022,70,33268
08/2022,71,24987
08/2022,73,23300
08/2022,75,26545
08/2022,76,47563
08/2022,77,25597
08/2022,78,72541
08/2022,79,25446
08/2022,80,117091
08/2022,81,26871
08/2022,82,21635
08/2022,83,58361
08/2022,85,83353
08/2022,87,28690
08/2022,89,32014
08/2022,91,12966
08/2022,92,1380
08/2022,93,23792
08/2022,94,24422
08/2022,95,6852
08/2022,103,5778
08/2022,104,189
08/2022,105,2596
08/2022,115,3305
08/2022,120,3154
08/2022,150,2040
08/2022,154,5252
08/2022,160,1940
08/2022,CityLink Blue,157529
08/2022,CityLink Brown,114825
08/2022,CityLink Gold,139697
08/2022,CityLink Green,107822
08/2022,CityLink Lime,103902
08/2022,CityLink Navy,145226
08/2022,CityLink Orange,166784
08/2022,CityLink Pink,131333
08/2022,CityLink Purple,102007
08/2022,CityLink Red,200276
08/2022,CityLink Silver,98524
08/2022,CityLink Yellow,131765
08/2022,163,57603
08/2022,32,
09/2022,21,35070
09/2022,22,183940
09/2022,26,108896
09/2022,28,78599
09/2022,29,85033
09/2022,30,107261
09/2022,31,49134
09/2022,33,17313
09/2022,34,16185
09/2022,36,49237
09/2022,37,46256
09/2022,38,3465
09/2022,51,27453
09/2022,52,4993
09/2022,53,81943
09/2022,54,130495
09/2022,56,99070
09/2022,57,6313
09/2022,59,28786
09/2022,62,45269
09/2022,63,31942
09/2022,65,27073
09/2022,67,14697
09/2022,69,26048
09/2022,70,33429
09/2022,71,31300
09/2022,73,22121
09/2022,75,25533
09/2022,76,53011
09/2022,77,31778
09/2022,78,83156
09/2022,79,29004
09/2022,80,132700
09/2022,81,27744
09/2022,82,27478
09/2022,83,62242
09/2022,85,99107
09/2022,87,31687
09/2022,89,35936
09/2022,91,12547
09/2022,92,5052
09/2022,93,24654
09/2022,94,38578
09/2022,95,9008
09/2022,103,4618
09/2022,104,
09/2022,105,3834
09/2022,115,4939
09/2022,120,3268
09/2022,150,2211
09/2022,154,7140
09/2022,160,2475
09/2022,CityLink Blue,180424
09/2022,CityLink Brown,133636
09/2022,CityLink Gold,158787
09/2022,CityLink Green,130295
09/2022,CityLink Lime,121697
09/2022,CityLink Navy,170366
09/2022,CityLink Orange,206943
09/2022,CityLink Pink,164732
09/2022,CityLink Purple,108040
09/2022,CityLink Red,240655
09/2022,CityLink Silver,121399
09/2022,CityLink Yellow,132349
09/2022,163,63300
09/2022,32,8592
10/2022,21,36077
10/2022,22,192558
10/2022,26,111804
10/2022,28,76746
10/2022,29,89166
10/2022,30,110122
10/2022,31,51126
10/2022,33,17871
10/2022,34,17025
10/2022,36,54076
10/2022,37,47431
10/2022,38,2398
10/2022,51,28377
10/2022,52,5348
10/2022,53,82626
10/2022,54,137118
10/2022,56,105217
10/2022,57,6921
10/2022,59,28875
10/2022,62,48024
10/2022,63,34852
10/2022,65,30396
10/2022,67,16269
10/2022,69,27782
10/2022,70,34744
10/2022,71,30355
10/2022,73,23783
10/2022,75,27471
10/2022,76,53174
10/2022,77,31185
10/2022,78,86164
10/2022,79,31295
10/2022,80,139019
10/2022,81,28367
10/2022,82,26510
10/2022,83,61840
10/2022,85,102015
10/2022,87,32273
10/2022,89,35098
10/2022,91,12197
10/2022,92,5377
10/2022,93,26413
10/2022,94,39759
10/2022,95,8198
10/2022,103,4255
10/2022,104,
10/2022,105,4151
10/2022,115,4301
10/2022,120,3500
10/2022,150,2332
10/2022,154,7392
10/2022,160,2292
10/2022,CityLink Blue,186137
10/2022,CityLink Brown,135866
10/2022,CityLink Gold,169143
10/2022,CityLink Green,136117
10/2022,CityLink Lime,126390
10/2022,CityLink Navy,177093
10/2022,CityLink Orange,216458
10/2022,CityLink Pink,166319
10/2022,CityLink Purple,113139
10/2022,CityLink Red,242619
10/2022,CityLink Silver,128171
10/2022,CityLink Yellow,138129
10/2022,163,71239
10/2022,32,7681
11/2022,21,32072
11/2022,22,171872
11/2022,26,103983
11/2022,28,65685
11/2022,29,77042
11/2022,30,98703
11/2022,31,44125
11/2022,33,16161
11/2022,34,14729
11/2022,36,48994
11/2022,37,41722
11/2022,38,2268
11/2022,51,25493
11/2022,52,4876
11/2022,53,71944
11/2022,54,120353
11/2022,56,93305
11/2022,57,6069
11/2022,59,27521
11/2022,62,44365
11/2022,63,33870
11/2022,65,28339
11/2022,67,14855
11/2022,69,25007
11/2022,70,29939
11/2022,71,27380
11/2022,73,21457
11/2022,75,26195
11/2022,76,49110
11/2022,77,24110
11/2022,78,80186
11/2022,79,27783
11/2022,80,126621
11/2022,81,27039
11/2022,82,23867
11/2022,83,55969
11/2022,85,90248
11/2022,87,27534
11/2022,89,31480
11/2022,91,11677
11/2022,92,5084
11/2022,93,26148
11/2022,94,34882
11/2022,95,7710
11/2022,103,3920
11/2022,104,
11/2022,105,3919
11/2022,115,4049
11/2022,120,3514
11/2022,150,2432
11/2022,154,7460
11/2022,160,2463
11/2022,CityLink Blue,170626
11/2022,CityLink Brown,120921
11/2022,CityLink Gold,153550
11/2022,CityLink Green,120462
11/2022,CityLink Lime,117014
11/2022,CityLink Navy,166930
11/2022,CityLink Orange,198623
11/2022,CityLink Pink,151042
11/2022,CityLink Purple,100445
11/2022,CityLink Red,219066
11/2022,CityLink Silver,113941
11/2022,CityLink Yellow,128348
11/2022,163,73595
11/2022,32,7242
12/2022,21,31941
12/2022,22,165948
12/2022,26,103737
12/2022,28,59833
12/2022,29,75052
12/2022,30,95625
12/2022,31,44633
12/2022,33,15169
12/2022,34,14778
12/2022,36,43875
12/2022,37,38727
12/2022,38,3322
12/2022,51,25315
12/2022,52,4334
12/2022,53,68441
12/2022,54,116437
12/2022,56,90609
12/2022,57,6321
12/2022,59,25851
12/2022,62,40947
12/2022,63,31194
12/2022,65,27122
12/2022,67,14990
12/2022,69,23969
12/2022,70,28902
12/2022,71,30100
12/2022,73,21166
12/2022,75,25160
12/2022,76,47231
12/2022,77,29367
12/2022,78,79349
12/2022,79,26453
12/2022,80,128762
12/2022,81,25166
12/2022,82,24137
12/2022,83,58627
12/2022,85,93656
12/2022,87,27236
12/2022,89,29792
12/2022,91,11352
12/2022,92,4902
12/2022,93,24527
12/2022,94,35569
12/2022,95,7413
12/2022,103,3916
12/2022,104,
12/2022,105,3170
12/2022,115,3970
12/2022,120,3115
12/2022,150,2062
12/2022,154,6602
12/2022,160,2226
12/2022,CityLink Blue,167063
12/2022,CityLink Brown,120758
12/2022,CityLink Gold,151476
12/2022,CityLink Green,113540
12/2022,CityLink Lime,110356
12/2022,CityLink Navy,164568
12/2022,CityLink Orange,189018
12/2022,CityLink Pink,142568
12/2022,CityLink Purple,101627
12/2022,CityLink Red,208907
12/2022,CityLink Silver,117807
12/2022,CityLink Yellow,130798
12/2022,163,65603
12/2022,32,8044
